task_id,model_version,clarity_score,motion_score,style_score,human_score,complaint_flag
T00011693,Model_B,4.66,4.32,4.64,4.54,0
T00011694,Model_B,4.64,3.92,4.04,4.47,0
T00011696,Model_B,5.0,4.43,4.25,4.67,0
T00011700,Model_B,4.38,3.86,3.76,4.15,0
T00011704,Model_B,4.18,4.38,4.4,4.21,0
T00011707,Model_B,4.18,3.56,3.89,4.03,0
T00011711,Model_B,3.84,3.76,4.56,3.6,0
T00011719,Model_B,4.16,3.67,4.69,4.25,0
T00011720,Model_B,3.56,5.0,3.81,4.13,0
T00011725,Model_B,4.78,4.14,4.07,4.36,0
T00011729,Model_B,4.71,4.02,3.76,4.4,0
T00011734,Model_B,3.93,3.71,4.41,4.0,0
T00011737,Model_B,4.2,4.71,3.74,4.35,0
T00011739,Model_B,4.53,4.77,3.39,4.17,0
T00011740,Model_B,4.63,4.26,4.23,4.31,0
T00011742,Model_B,5.0,4.26,4.3,4.72,0
T00011747,Model_B,4.42,2.93,4.04,3.97,0
T00011748,Model_B,3.98,4.66,4.39,4.63,0
T00011749,Model_B,4.24,3.53,4.05,3.68,0
T00011750,Model_B,4.39,4.58,4.02,4.46,0
T00011752,Model_B,4.94,4.48,3.85,4.4,0
T00011753,Model_B,3.88,4.69,4.35,4.24,0
T00011754,Model_B,4.67,4.07,4.25,4.37,0
T00011757,Model_B,4.44,4.98,3.86,4.37,0
T00011760,Model_B,4.51,4.7,4.04,4.39,0
T00011763,Model_B,5.0,3.69,4.4,4.44,0
T00011769,Model_B,4.0,4.3,4.59,4.51,0
T00011771,Model_B,4.19,3.87,3.57,3.63,0
T00011773,Model_B,4.73,3.55,3.92,4.05,0
T00011776,Model_B,4.63,4.37,3.86,4.32,0
T00011781,Model_B,4.63,4.52,4.17,4.4,0
T00011782,Model_B,4.41,4.71,4.15,4.42,0
T00011785,Model_B,5.0,4.69,3.84,4.59,0
T00011787,Model_B,4.51,3.76,4.29,4.04,0
T00011789,Model_B,4.22,4.38,4.43,4.42,0
T00011791,Model_B,4.09,3.56,3.77,4.19,0
T00011798,Model_B,4.75,4.52,3.31,4.05,0
T00011803,Model_B,5.0,3.21,4.63,4.18,0
T00011807,Model_B,4.1,3.72,4.13,3.79,0
T00011812,Model_B,4.12,4.88,4.28,4.42,0
T00011816,Model_B,3.83,4.68,4.26,4.43,0
T00011817,Model_B,4.33,4.78,4.4,4.67,0
T00011822,Model_B,4.61,3.96,4.41,4.13,0
T00011826,Model_B,3.51,3.32,4.14,3.68,0
T00011829,Model_B,4.87,4.66,3.85,4.64,1
T00011830,Model_B,4.92,4.49,4.68,4.72,0
T00011839,Model_B,3.94,4.27,3.39,4.01,0
T00011840,Model_B,4.93,3.9,3.61,4.27,1
T00011844,Model_B,5.0,3.52,4.03,4.26,0
T00011851,Model_B,4.67,4.34,4.9,4.65,0
T00011858,Model_B,4.3,4.9,3.57,4.18,0
T00011864,Model_B,4.15,4.44,4.4,4.39,0
T00011867,Model_B,4.81,4.13,5.0,4.65,0
T00011868,Model_B,4.06,4.76,3.96,4.01,0
T00011869,Model_B,3.86,4.28,4.42,4.08,0
T00011872,Model_B,4.87,4.35,4.86,4.51,0
T00011873,Model_B,3.85,4.39,3.14,4.06,0
T00011874,Model_B,4.18,4.05,3.93,4.15,0
T00011884,Model_B,4.76,4.56,3.84,4.55,0
T00011886,Model_B,4.56,4.67,4.78,4.57,1
T00011887,Model_B,4.61,3.5,4.36,4.52,0
T00011889,Model_B,4.75,5.0,4.07,4.57,0
T00011892,Model_B,3.82,4.54,3.89,4.15,0
T00011895,Model_B,4.08,3.56,4.96,4.22,0
T00011896,Model_B,5.0,4.59,3.74,4.43,0
T00011898,Model_B,4.33,4.56,3.7,4.36,0
T00011899,Model_B,5.0,4.83,4.08,4.76,0
T00011906,Model_B,4.74,3.96,4.26,4.6,0
T00011908,Model_B,4.9,4.06,4.52,4.56,0
T00011914,Model_B,3.39,3.96,4.27,3.82,0
T00011916,Model_B,4.32,5.0,5.0,4.95,0
T00011925,Model_B,4.42,3.97,4.66,4.31,0
T00011931,Model_B,3.79,3.57,4.02,3.77,0
T00011935,Model_B,4.77,3.82,3.78,4.4,0
T00011936,Model_B,4.52,3.88,3.92,3.91,0
T00011938,Model_B,4.42,4.63,3.64,4.08,0
T00011940,Model_B,4.3,3.74,3.89,3.82,0
T00011947,Model_B,4.81,5.0,4.15,4.48,0
T00011951,Model_B,3.95,5.0,3.74,4.39,0
T00011953,Model_B,4.0,4.16,4.27,4.12,0
T00011955,Model_B,5.0,4.64,3.8,4.43,0
T00011956,Model_B,4.63,3.24,4.32,4.13,0
T00011958,Model_B,4.63,4.1,4.7,4.37,0
T00011962,Model_B,4.02,3.65,4.72,4.29,0
T00011964,Model_B,4.32,3.22,4.44,3.99,0
T00011970,Model_B,4.21,4.28,4.02,4.41,0
T00011973,Model_B,4.29,4.25,4.4,4.28,0
T00011976,Model_B,4.51,4.04,5.0,4.63,0
T00011987,Model_B,4.27,4.52,4.27,4.48,0
T00011988,Model_B,3.92,4.19,3.77,3.83,0
T00011993,Model_B,4.39,4.72,3.68,4.46,0
T00011997,Model_B,4.84,4.34,3.76,4.48,0
T00011999,Model_B,4.58,2.92,3.61,3.67,0
T00012000,Model_B,3.83,4.06,3.84,3.79,0
T00012001,Model_B,4.76,5.0,4.31,4.56,0
T00012005,Model_B,4.58,4.57,4.43,4.72,0
T00012008,Model_B,4.74,4.1,4.79,4.71,0
T00012012,Model_B,3.88,4.71,3.7,4.23,0
T00012013,Model_B,4.2,3.83,4.1,3.94,0
T00012014,Model_B,4.64,4.72,3.62,4.54,0
T00012015,Model_B,3.9,4.85,3.88,4.13,0
T00012016,Model_B,4.81,3.63,3.21,3.89,0
T00012017,Model_B,4.57,4.14,3.55,4.46,0
T00012020,Model_B,4.16,4.19,4.88,4.19,0
T00012021,Model_B,4.73,4.36,4.21,4.23,0
T00012022,Model_B,4.85,3.96,4.18,4.31,0
T00012024,Model_B,3.99,3.72,4.39,4.06,0
T00012027,Model_B,4.14,3.96,4.3,3.82,0
T00012042,Model_B,4.26,3.98,4.86,4.28,0
T00012043,Model_B,4.39,5.0,4.23,4.3,0
T00012046,Model_B,4.48,4.39,4.62,4.44,0
T00012052,Model_B,4.28,4.47,4.08,4.38,0
T00012053,Model_B,4.32,4.3,4.51,4.14,0
T00012054,Model_B,3.85,4.62,4.12,4.38,0
T00012055,Model_B,5.0,4.47,4.15,4.58,0
T00012058,Model_B,4.43,4.69,4.47,4.38,0
T00012059,Model_B,5.0,4.49,3.62,4.6,0
T00012061,Model_B,4.63,4.23,3.68,4.38,0
T00012062,Model_B,4.47,4.63,3.54,4.24,0
T00012064,Model_B,3.61,4.22,4.86,3.8,0
T00012069,Model_B,4.34,3.44,4.66,4.02,0
T00012071,Model_B,4.18,4.11,4.09,4.32,0
T00012072,Model_B,4.89,3.89,4.24,4.19,0
T00012074,Model_B,3.36,4.41,3.88,3.79,0
T00012076,Model_B,3.94,4.08,4.21,3.76,0
T00012077,Model_B,4.56,5.0,4.63,4.88,1
T00012079,Model_B,4.82,4.12,4.15,4.12,0
T00012080,Model_B,3.85,3.6,4.14,3.68,0
T00012082,Model_B,4.76,4.01,3.81,4.39,0
T00012087,Model_B,4.29,4.33,4.29,4.31,0
T00012093,Model_B,4.02,4.52,3.53,4.04,0
T00012094,Model_B,5.0,4.77,4.0,4.79,0
T00012102,Model_B,4.83,4.73,4.15,4.89,0
T00012104,Model_B,3.58,3.97,3.87,3.97,0
T00012105,Model_B,4.25,4.37,3.79,4.2,0
T00012110,Model_B,2.82,4.18,3.67,3.61,0
T00012111,Model_B,4.57,3.63,3.84,3.8,0
T00012115,Model_B,4.63,4.27,3.94,4.35,0
T00012123,Model_B,5.0,3.89,4.65,4.64,0
T00012124,Model_B,4.83,3.97,3.89,4.37,0
T00012128,Model_B,3.92,4.88,3.9,4.23,0
T00012129,Model_B,4.06,3.99,4.7,4.33,0
T00012131,Model_B,5.0,5.0,3.65,4.51,0
T00012132,Model_B,4.84,3.55,3.48,3.93,0
T00012135,Model_B,4.67,4.03,5.0,4.52,0
T00012136,Model_B,4.56,4.63,4.19,4.57,0
T00012138,Model_B,4.66,3.69,4.75,4.27,0
T00012140,Model_B,3.99,4.07,4.59,4.32,0
T00012144,Model_B,4.76,4.07,4.16,4.32,0
T00012145,Model_B,4.91,3.77,3.67,4.23,0
T00012148,Model_B,5.0,4.63,4.26,4.83,0
T00012153,Model_B,4.55,4.53,4.06,4.34,0
T00012154,Model_B,4.37,4.0,4.83,4.44,0
T00012155,Model_B,3.49,4.94,3.79,3.78,0
T00012158,Model_B,4.43,4.83,4.24,4.51,0
T00012159,Model_B,4.43,3.95,4.05,4.14,0
T00012162,Model_B,4.78,3.71,2.85,3.74,0
T00012163,Model_B,5.0,4.07,3.48,3.88,0
T00012164,Model_B,4.36,3.61,3.51,3.74,0
T00012169,Model_B,4.2,4.7,3.88,4.25,0
T00012170,Model_B,4.62,4.32,4.78,4.54,0
T00012171,Model_B,3.89,4.05,4.55,4.26,0
T00012175,Model_B,3.67,3.79,3.59,3.72,0
T00012178,Model_B,4.17,4.21,4.18,4.39,0
T00012192,Model_B,4.01,4.42,4.49,4.32,0
T00012194,Model_B,4.53,4.78,3.87,4.49,0
T00012197,Model_B,4.84,3.4,4.47,4.23,0
T00012198,Model_B,4.49,4.09,3.61,3.81,0
T00012201,Model_B,4.21,4.41,4.39,3.89,0
T00012203,Model_B,3.83,4.66,3.89,4.09,0
T00012204,Model_B,3.87,3.63,3.57,3.75,0
T00012205,Model_B,3.4,4.38,3.16,3.35,0
T00012210,Model_B,3.46,4.01,4.23,3.88,0
T00012212,Model_B,4.55,4.34,4.8,4.66,0
T00012215,Model_B,4.89,4.31,3.73,4.37,0
T00012216,Model_B,4.61,3.93,3.87,4.02,0
T00012218,Model_B,4.02,4.54,3.82,4.21,0
T00012219,Model_B,3.87,4.96,3.88,4.11,0
T00012224,Model_B,4.68,3.99,4.96,4.66,0
T00012226,Model_B,5.0,4.32,3.17,4.01,0
T00012232,Model_B,4.57,4.28,3.81,4.69,0
T00012235,Model_B,3.91,5.0,4.84,4.65,0
T00012237,Model_B,3.43,3.75,3.31,3.26,1
T00012242,Model_B,4.66,4.3,4.31,4.58,0
T00012246,Model_B,4.29,3.95,4.87,4.15,0
T00012250,Model_B,4.26,3.49,4.73,4.38,0
T00012257,Model_B,4.97,4.32,3.14,4.27,0
T00012259,Model_B,3.64,4.4,5.0,4.24,0
T00012260,Model_B,5.0,4.06,4.06,4.47,0
T00012261,Model_B,5.0,4.17,3.91,4.52,0
T00012263,Model_B,4.37,4.0,3.63,4.02,0
T00012265,Model_B,4.12,3.77,3.56,3.74,0
T00012268,Model_B,5.0,4.78,3.95,4.56,0
T00012276,Model_B,4.8,4.24,4.06,4.72,0
T00012279,Model_B,4.16,3.53,3.51,3.76,0
T00012282,Model_B,5.0,4.39,3.35,4.44,0
T00012288,Model_B,4.17,4.93,4.29,4.4,0
T00012295,Model_B,3.44,4.29,3.55,3.89,0
T00012297,Model_B,5.0,4.3,4.05,4.42,0
T00012298,Model_B,3.73,3.58,3.87,3.73,0
T00012300,Model_B,4.22,4.59,3.89,4.46,0
T00012301,Model_B,4.62,3.4,3.61,3.81,0
T00012305,Model_B,4.23,2.7,3.59,3.37,0
T00012310,Model_B,4.38,4.11,4.42,4.65,0
T00012311,Model_B,3.91,4.19,3.14,3.99,0
T00012320,Model_B,4.59,3.75,4.41,4.62,0
T00012321,Model_B,3.93,4.71,5.0,4.31,0
T00012323,Model_B,4.63,4.32,4.19,4.41,0
T00012324,Model_B,4.62,3.85,4.04,4.26,0
T00012326,Model_B,4.24,5.0,4.4,4.58,0
T00012330,Model_B,3.51,4.41,4.3,4.15,0
T00012331,Model_B,4.53,4.15,4.2,4.44,0
T00012333,Model_B,3.96,3.21,3.84,3.6,0
T00012334,Model_B,4.37,4.43,3.16,3.73,0
T00012336,Model_B,3.83,3.97,3.89,3.75,0
T00012338,Model_B,3.79,3.64,3.89,3.76,0
T00012340,Model_B,3.81,4.31,3.54,3.94,0
T00012341,Model_B,3.18,4.13,4.63,3.73,0
T00012342,Model_B,4.1,4.55,4.25,4.47,0
T00012343,Model_B,4.22,3.65,4.02,3.93,0
T00012345,Model_B,3.93,3.62,3.17,3.64,0
T00012346,Model_B,3.89,4.52,3.64,3.95,0
T00012349,Model_B,4.84,4.09,4.1,4.26,0
T00012356,Model_B,4.57,4.44,5.0,4.72,0
T00012368,Model_B,4.05,4.19,4.0,4.19,0
T00012372,Model_B,4.12,4.11,4.37,4.06,0
T00012378,Model_B,3.94,4.51,3.12,3.76,0
T00012379,Model_B,4.01,4.1,4.72,3.94,0
T00012381,Model_B,5.0,4.69,4.68,4.73,0
T00012384,Model_B,4.76,3.88,4.58,4.52,0
T00012385,Model_B,4.58,4.8,4.4,4.56,0
T00012386,Model_B,4.82,4.08,3.55,4.19,0
T00012389,Model_B,3.9,4.28,5.0,4.1,0
T00012405,Model_B,4.52,4.12,4.56,4.5,0
T00012409,Model_B,4.73,4.32,4.37,4.37,0
T00012413,Model_B,4.34,3.68,4.27,4.16,0
T00012414,Model_B,4.2,4.43,4.12,4.26,0
T00012417,Model_B,3.87,4.2,3.75,3.82,0
T00012418,Model_B,3.34,4.13,4.82,4.01,0
T00012419,Model_B,4.78,4.73,4.35,4.53,0
T00012421,Model_B,4.49,3.81,4.24,4.26,0
T00012423,Model_B,5.0,3.62,4.62,4.32,0
T00012427,Model_B,4.12,3.69,3.58,4.08,0
T00012428,Model_B,4.19,4.05,3.48,3.74,0
T00012432,Model_B,5.0,4.89,3.83,4.55,0
T00012433,Model_B,3.9,4.15,3.99,4.23,0
T00012434,Model_B,4.16,3.85,4.58,3.92,0
T00012435,Model_B,4.68,5.0,3.61,4.42,0
T00012442,Model_B,3.65,5.0,4.7,4.47,0
T00012448,Model_B,5.0,4.17,4.76,4.58,0
T00012455,Model_B,4.26,3.49,4.18,3.73,0
T00012458,Model_B,4.53,3.82,4.05,4.02,0
T00012463,Model_B,4.09,4.48,3.71,4.2,0
T00012467,Model_B,4.76,4.93,4.59,4.84,0
T00012470,Model_B,3.88,3.87,4.39,4.17,0
T00012472,Model_B,4.1,4.11,4.26,3.94,0
T00012478,Model_B,4.64,4.36,4.76,4.56,0
T00012481,Model_B,4.19,3.89,4.33,4.31,0
T00012483,Model_B,4.84,4.85,4.13,4.46,0
T00012496,Model_B,4.53,4.75,4.92,4.68,0
T00012499,Model_B,4.75,4.37,3.48,3.93,0
T00012500,Model_B,5.0,4.19,4.26,4.84,0
T00012502,Model_B,4.38,4.05,4.43,4.22,0
T00012503,Model_B,4.56,4.81,3.95,4.35,0
T00012506,Model_B,4.28,3.89,4.38,4.21,0
T00012507,Model_B,3.87,4.1,4.17,4.22,0
T00012510,Model_B,4.54,3.66,4.54,4.3,0
T00012513,Model_B,4.29,5.0,4.1,4.53,0
T00012516,Model_B,4.27,4.72,3.14,4.01,0
T00012517,Model_B,4.14,4.11,3.8,4.1,0
T00012522,Model_B,4.11,4.59,4.09,4.4,0
T00012530,Model_B,4.52,4.54,5.0,4.85,0
T00012533,Model_B,4.48,3.82,4.08,4.25,0
T00012536,Model_B,5.0,3.97,3.46,4.2,0
T00012538,Model_B,3.84,4.71,4.35,4.22,0
T00012539,Model_B,3.41,3.12,4.14,3.52,0
T00012540,Model_B,4.26,3.67,4.67,3.97,0
T00012543,Model_B,4.83,3.95,4.79,4.57,0
T00012544,Model_B,3.93,5.0,3.92,4.04,0
T00012550,Model_B,4.59,3.81,4.06,4.12,0
T00012551,Model_B,4.83,4.03,3.76,4.21,0
T00012552,Model_B,4.75,4.73,4.07,4.56,0
T00012554,Model_B,4.2,3.37,3.85,4.19,0
T00012555,Model_B,4.69,3.35,4.41,4.34,0
T00012556,Model_B,5.0,4.26,4.16,4.33,0
T00012557,Model_B,3.84,4.81,4.18,4.26,0
T00012559,Model_B,4.73,3.89,4.63,4.65,0
T00012560,Model_B,4.57,4.69,3.75,4.26,0
T00012561,Model_B,3.55,4.09,3.95,3.72,0
T00012562,Model_B,5.0,3.74,4.18,4.37,0
T00012563,Model_B,4.82,4.37,4.37,4.52,1
T00012564,Model_B,3.21,4.27,3.69,3.51,0
T00012570,Model_B,4.07,3.67,4.15,3.93,0
T00012574,Model_B,4.38,4.69,4.14,4.42,0
T00012578,Model_B,3.77,4.51,2.81,3.79,0
T00012580,Model_B,4.12,4.14,4.03,3.97,0
T00012581,Model_B,4.43,3.06,3.75,3.41,1
T00012583,Model_B,4.61,4.12,4.67,4.58,0
T00012584,Model_B,4.05,4.01,3.46,4.28,0
T00012588,Model_B,3.68,3.47,3.91,3.6,0
T00012592,Model_B,4.08,4.01,3.78,3.92,0
T00012593,Model_B,4.09,4.53,3.99,4.12,0
T00012595,Model_B,3.52,4.63,4.97,4.33,0
T00012596,Model_B,4.17,4.35,4.3,4.11,0
T00012598,Model_B,4.04,3.83,4.31,3.94,0
T00012599,Model_B,4.24,4.33,4.46,4.29,0
T00012605,Model_B,4.69,3.74,4.23,4.3,1
T00012607,Model_B,3.75,4.19,4.24,3.94,0
T00012608,Model_B,4.51,4.27,4.08,3.99,0
T00012610,Model_B,3.85,4.44,3.69,3.98,0
T00012617,Model_B,4.84,4.26,3.39,4.19,0
T00012622,Model_B,5.0,4.07,3.79,4.19,0
T00012629,Model_B,4.63,4.73,4.12,4.46,0
T00012633,Model_B,4.75,4.05,3.86,4.21,0
T00012635,Model_B,4.16,4.12,4.22,4.15,0
T00012636,Model_B,4.74,3.66,4.39,4.08,0
T00012638,Model_B,3.77,4.27,4.4,4.06,0
T00012642,Model_B,3.1,3.55,4.35,3.56,0
T00012643,Model_B,3.84,5.0,3.89,4.06,0
T00012645,Model_B,4.02,4.34,3.89,4.03,0
T00012647,Model_B,3.2,3.51,3.2,3.66,0
T00012648,Model_B,3.34,3.74,4.45,3.88,0
T00012649,Model_B,4.87,3.71,3.86,4.01,0
T00012653,Model_B,3.93,4.25,4.18,4.27,0
T00012654,Model_B,3.99,4.59,3.26,4.13,0
T00012656,Model_B,4.23,4.46,3.64,4.45,0
T00012659,Model_B,5.0,4.33,4.67,4.79,0
T00012667,Model_B,4.09,3.86,4.08,4.01,0
T00012673,Model_B,3.85,3.84,3.4,3.62,0
T00012676,Model_B,3.07,4.14,3.78,3.74,0
T00012678,Model_B,4.0,5.0,4.1,4.44,0
T00012680,Model_B,4.94,3.85,4.64,4.5,0
T00012681,Model_B,5.0,3.65,3.7,4.23,0
T00012685,Model_B,3.87,3.99,4.29,3.7,0
T00012686,Model_B,4.85,4.48,4.16,4.5,0
T00012687,Model_B,4.78,3.48,4.38,4.19,0
T00012689,Model_B,3.31,3.98,3.81,3.65,0
T00012690,Model_B,4.29,4.06,3.83,4.0,0
T00012694,Model_B,5.0,4.27,3.78,4.29,0
T00012702,Model_B,4.8,4.36,3.06,4.08,0
T00012710,Model_B,4.39,5.0,3.59,4.37,0
T00012711,Model_B,4.75,4.78,4.12,4.81,0
T00012713,Model_B,4.31,3.84,4.71,4.43,0
T00012714,Model_B,4.63,4.11,3.72,4.2,0
T00012723,Model_B,5.0,4.18,4.33,4.63,0
T00012724,Model_B,4.16,4.58,4.79,4.5,0
T00012725,Model_B,4.48,4.37,4.31,4.56,0
T00012730,Model_B,4.82,4.41,4.11,4.35,0
T00012733,Model_B,3.96,5.0,4.04,4.23,0
T00012735,Model_B,4.55,4.51,4.61,4.65,0
T00012743,Model_B,3.99,4.06,4.59,4.36,0
T00012754,Model_B,4.66,3.39,2.86,3.99,0
T00012756,Model_B,4.08,5.0,4.38,4.3,0
T00012759,Model_B,3.97,3.72,4.75,4.09,0
T00012760,Model_B,4.34,4.65,3.59,4.31,0
T00012761,Model_B,4.79,4.46,3.96,4.37,0
T00012763,Model_B,4.67,4.62,4.92,4.57,0
T00012766,Model_B,4.34,4.65,4.82,4.84,0
T00012768,Model_B,4.48,5.0,4.99,4.76,0
T00012769,Model_B,4.25,3.64,4.43,4.04,0
T00012777,Model_B,4.52,5.0,4.39,4.69,0
T00012778,Model_B,4.95,3.94,4.55,4.55,0
T00012779,Model_B,4.55,4.46,5.0,4.25,0
T00012781,Model_B,3.91,4.55,4.58,4.41,0
T00012782,Model_B,4.59,4.04,4.63,4.52,0
T00012783,Model_B,4.45,3.69,2.94,3.9,0
T00012784,Model_B,4.71,4.36,3.69,4.08,0
T00012785,Model_B,5.0,3.74,4.04,4.34,0
T00012787,Model_B,5.0,3.67,4.5,4.36,0
T00012794,Model_B,3.97,4.15,4.84,4.5,0
T00012795,Model_B,4.26,4.47,4.33,4.24,0
T00012796,Model_B,3.48,4.23,3.11,3.24,0
T00012800,Model_B,4.61,3.87,4.19,4.28,0
T00012801,Model_B,4.71,3.61,4.08,4.21,0
T00012804,Model_B,5.0,4.17,3.11,4.46,0
T00012813,Model_B,4.33,4.38,4.23,4.21,0
T00012814,Model_B,3.97,5.0,3.46,4.22,0
T00012815,Model_B,5.0,3.53,4.31,4.33,0
T00012818,Model_B,4.25,4.12,4.94,4.53,0
T00012822,Model_B,4.0,4.01,4.01,3.73,0
T00012825,Model_B,3.59,3.79,4.19,3.95,0
T00012829,Model_B,4.5,4.0,4.38,4.31,0
T00012833,Model_B,4.35,4.74,3.28,4.11,0
T00012837,Model_B,3.51,4.15,4.09,3.75,0
T00012840,Model_B,4.77,4.16,3.44,4.26,0
T00012846,Model_B,4.47,3.75,4.32,4.35,0
T00012848,Model_B,3.7,4.6,4.35,4.34,0
T00012855,Model_B,4.88,4.46,3.75,4.39,0
T00012861,Model_B,4.04,3.76,3.83,3.9,0
T00012865,Model_B,4.86,3.9,4.39,4.7,0
T00012870,Model_B,4.22,4.21,2.8,3.87,0
T00012874,Model_B,4.88,3.86,4.48,4.52,0
T00012880,Model_B,4.34,3.84,3.41,4.09,0
T00012882,Model_B,4.45,4.13,4.63,4.48,0
T00012886,Model_B,4.96,4.62,4.11,4.48,1
T00012887,Model_B,4.27,4.21,4.03,4.07,0
T00012888,Model_B,4.58,4.42,4.28,4.6,0
T00012889,Model_B,4.62,4.42,4.45,4.12,0
T00012891,Model_B,4.97,4.71,3.41,4.34,0
T00012892,Model_B,4.89,4.2,3.72,4.15,0
T00012899,Model_B,4.67,4.18,3.18,4.27,0
T00012900,Model_B,3.96,4.31,4.47,4.27,0
T00012902,Model_B,4.57,3.86,4.81,4.41,0
T00012903,Model_B,4.64,3.8,4.13,4.22,0
T00012907,Model_B,4.26,3.86,4.44,4.26,0
T00012911,Model_B,3.89,4.3,4.62,4.37,0
T00012914,Model_B,4.23,4.23,3.5,4.14,0
T00012921,Model_B,5.0,4.63,3.29,4.4,0
T00012924,Model_B,4.06,4.16,2.84,3.37,0
T00012929,Model_B,4.41,4.04,4.81,4.21,0
T00012931,Model_B,4.11,4.03,4.02,4.15,0
T00012935,Model_B,4.31,3.53,3.25,3.65,0
T00012938,Model_B,4.63,3.79,4.18,4.16,0
T00012939,Model_B,4.33,4.47,3.58,4.11,0
T00012941,Model_B,4.06,4.8,4.46,4.53,0
T00012944,Model_B,4.82,4.05,5.0,4.49,0
T00012945,Model_B,4.05,4.53,4.21,4.33,0
T00012947,Model_B,4.56,4.92,3.81,4.62,0
T00012956,Model_B,4.1,4.42,2.88,3.6,0
T00012958,Model_B,5.0,3.38,4.44,4.43,0
T00012960,Model_B,4.15,4.63,4.58,4.64,0
T00012962,Model_B,4.47,3.93,3.65,3.86,0
T00012963,Model_B,4.62,3.84,4.1,4.17,0
T00012965,Model_B,4.9,3.51,3.33,3.91,0
T00012967,Model_B,4.68,3.11,3.41,4.09,0
T00012969,Model_B,4.12,4.8,4.29,3.97,0
T00012970,Model_B,4.82,3.44,3.55,3.8,0
T00012971,Model_B,3.68,4.42,3.78,4.2,0
T00012987,Model_B,4.71,4.12,3.83,4.39,0
T00012990,Model_B,4.5,3.92,4.15,4.2,0
T00012991,Model_B,4.2,3.89,4.1,4.47,0
T00012992,Model_B,4.48,4.78,3.86,4.48,0
T00012997,Model_B,3.81,4.33,3.36,3.73,0
T00013000,Model_B,4.57,3.59,4.52,4.33,0
T00013002,Model_B,4.02,3.79,4.02,3.81,0
T00013004,Model_B,4.67,3.43,3.6,3.82,0
T00013005,Model_B,4.9,4.27,3.64,4.42,0
T00013010,Model_B,3.68,4.82,4.33,4.2,0
T00013020,Model_B,5.0,4.67,3.8,4.57,0
T00013022,Model_B,4.73,4.53,2.98,4.03,0
T00013026,Model_B,4.6,4.41,3.3,4.04,0
T00013028,Model_B,4.27,4.54,4.63,4.47,0
T00013030,Model_B,4.67,3.8,4.51,4.18,0
T00013035,Model_B,5.0,3.82,3.2,4.28,0
T00013039,Model_B,3.87,3.65,4.11,3.89,0
T00013040,Model_B,4.28,4.06,3.96,4.14,0
T00013042,Model_B,3.96,3.28,3.85,3.6,0
T00013044,Model_B,4.25,4.36,4.45,4.25,0
T00013047,Model_B,4.42,5.0,4.76,4.61,0
T00013049,Model_B,3.89,4.37,3.24,4.06,0
T00013054,Model_B,4.65,3.94,4.11,4.59,0
T00013057,Model_B,3.76,4.7,3.54,3.85,0
T00013058,Model_B,4.21,3.52,4.78,4.27,0
T00013060,Model_B,5.0,4.66,3.78,4.53,0
T00013062,Model_B,3.35,3.91,3.95,3.72,0
T00013066,Model_B,4.15,4.48,4.9,4.5,0
T00013068,Model_B,4.55,3.29,5.0,4.36,0
T00013074,Model_B,3.89,3.36,3.27,3.61,0
T00013078,Model_B,4.54,4.8,4.05,4.41,0
T00013080,Model_B,4.13,4.93,4.41,4.42,0
T00013084,Model_B,4.18,3.43,4.4,4.06,0
T00013085,Model_B,4.69,4.89,4.58,4.69,0
T00013087,Model_B,4.45,4.61,4.55,4.37,0
T00013090,Model_B,4.11,4.33,3.98,3.94,0
T00013092,Model_B,4.33,4.35,4.23,4.51,1
T00013093,Model_B,4.83,3.66,3.74,4.15,0
T00013094,Model_B,4.24,4.45,3.88,4.08,1
T00013095,Model_B,4.18,4.24,5.0,4.45,0
T00013096,Model_B,4.52,4.34,5.0,4.74,0
T00013099,Model_B,4.29,3.71,3.46,3.63,0
T00013102,Model_B,4.52,4.23,5.0,4.88,0
T00013104,Model_B,5.0,3.84,4.75,4.47,0
T00013107,Model_B,5.0,4.24,4.09,4.24,0
T00013116,Model_B,4.64,4.76,3.77,4.91,1
T00013118,Model_B,4.08,4.43,4.21,4.35,0
T00013120,Model_B,3.98,3.87,4.19,4.07,0
T00013122,Model_B,4.09,3.51,3.9,3.79,0
T00013123,Model_B,5.0,5.0,3.89,4.66,0
T00013124,Model_B,5.0,3.68,3.83,4.33,0
T00013126,Model_B,4.31,3.7,3.03,3.78,0
T00013127,Model_B,5.0,4.63,4.54,4.72,0
T00013132,Model_B,4.23,4.9,4.1,4.23,0
T00013135,Model_B,4.32,3.92,4.62,4.17,0
T00013139,Model_B,3.79,3.82,5.0,4.13,0
T00013142,Model_B,3.87,5.0,4.52,4.38,0
T00013143,Model_B,4.37,3.96,3.88,3.99,0
T00013146,Model_B,4.44,3.87,4.54,4.21,0
T00013157,Model_B,4.14,4.55,4.13,4.3,0
T00013159,Model_B,4.99,4.26,3.64,4.47,0
T00013160,Model_B,4.85,4.54,3.7,4.42,0
T00013161,Model_B,4.55,3.52,4.57,4.11,0
T00013162,Model_B,4.83,3.58,4.27,4.26,0
T00013165,Model_B,4.53,4.47,3.59,3.95,0
T00013167,Model_B,3.92,3.95,2.81,3.31,0
T00013168,Model_B,4.36,4.57,3.8,4.5,0
T00013171,Model_B,3.86,4.33,4.93,4.35,0
T00013172,Model_B,3.52,4.72,3.82,4.35,0
T00013175,Model_B,4.31,3.95,4.38,4.24,0
